31740,17444
9665,3126
22077,2711
96540,2797
128372,14225
12046,3738
103663,12813
92072,17782
99158,7001
137682,7072
3255,7836
46953,5275
113159,960
64052,11084
130531,2894
149722,1656
66075,5480
60175,1999
97727,12458
64228,13818
103670,928
7207,14764
110154,12561
4729,12476
117081,15601
85102,11359
48445,17902
118599,11204
11027,6533
72146,637
89104,552
92083,12158
11860,8956
103017,17964
145182,9634
5983,14326
135811,7844
152767,1215
110178,16817
158088,16207
16446,6358
149257,11352
13497,14028
10729,15713
74005,13769
140628,63
68264,9068
97408,9586
41331,16746
31531,13824
104485,6863
109169,5382
66970,5848
65510,11334
116129,3498
65204,7668
39573,5794
57924,7469
131060,14257
127229,2690
95760,13887
117139,3281
156949,8499
150234,10853
103214,9699
2726,4097
47624,16442
12245,13850
120876,12028
14254,3899
136921,17619
121354,13209
91612,2083
22585,12382
70505,7318
99973,14181
25098,890
47953,16097
142938,13807
155614,1074
115464,15063
14995,17279
89115,3
131307,7353
73194,10223
123549,16471
8801,15143
111358,3966
145775,4077
154145,14655
88449,8983
129276,4891
119447,3921
65471,16988
80170,7291
23299,590
57564,6295
84095,15530
62134,3106
71614,1987
62903,16860
108984,4106
106418,3562
114416,1774
158072,2930
26015,5543
159273,2468
76939,8674
118847,10744
151849,7287
63299,8138
38732,2221
118846,5433
128825,17455
67355,13637
67489,12283
51109,4186
145102,7859
97503,10985
127331,7408
76921,4898
76228,12590
140774,1214
27072,1499
51334,5891
40941,3497
34518,3862
13255,7586
13555,4422
22507,3238
104789,14043
39562,7430
11131,15070
73283,2038
28411,890
119666,5163
67654,5916
73196,13783
49911,5737
53130,594
151065,4516
19323,4586
62754,10358
20601,5986
55426,15129
157345,15881
88883,3447
134334,15589
119064,11970
81556,1011
104577,5657
41465,3002
152869,10411
45666,13123
373,12774
121343,17445
106294,10423
94461,14044
84905,9406
35375,15228
66508,9145
116025,10478
133123,5186
80482,12151
145606,4933
89373,13500
37958,8001
148130,7216
786,17838
1179,17669
106781,9108
99626,7233
29952,5578
113913,13509
90649,13205
14603,10598
23785,7444
10995,13762
145082,5077
69821,10120
20879,4836
43908,13537
93735,164
108579,6654
73243,11180
83589,3335
76227,17919
108778,680
8390,10378
105438,8415
31996,11613
25153,3259
126209,8247
158452,6775
101144,5876
155127,5284
142671,3199
145728,10664
126435,12196
110741,13571
151770,8259
73886,16786
148172,14803
54881,15059
24008,13118
109128,6759
103870,436
153025,1784
54954,613
131861,12395
125480,2126
134921,17026
109587,3571
86313,5989
1081,11706
10807,7618
118784,7419
95810,8039
17418,12963
48280,15093
129874,13500
127430,12698
85430,2231
27073,13637
39585,1045
36051,5128
15813,10780
31375,16968
79006,5052
55122,2832
12013,9489
45947,7244
116080,5623
74374,16371
10877,6927
142195,8737
99463,3760
113953,2333
31543,6752
104418,5853
35948,8609
11187,2419
141434,8512
99487,4391
90795,15588
132578,5519
269,16013
94498,9078
142241,13581
38676,7922
10319,14763
136491,13844
114770,8738
67832,7301
121951,15044
158992,11026
75442,7054
15346,11526
157349,4992
131045,15283
143916,3321
16531,14001
131276,7797
10790,9467
65331,11663
29348,16977
55868,3204
89098,17095
152467,11426
8602,15976
126056,14577
53066,9228
158974,5748
75790,4782
36648,4035
134091,1949
70777,14674
144991,13608
17762,3306
28872,15129
65831,390
69604,11442
71217,13270
127720,9836
6983,4193
44209,13439
81972,14235
29936,12328
141382,2145
140949,1804
50634,10466
21138,8205
61659,12562
41908,1182
8342,7577
118536,9843
154092,14545
113909,5385
145013,11697
79057,7119
88487,7774
22860,7934
542,2773
19258,17614
109657,13159
96109,2963
67702,13402
2490,9631
137115,10928
118720,13842
11133,11345
76752,15392
78563,13492
35351,3904
36749,863
149669,2072
121514,13924
103798,10997
32506,11791
89274,8906
77152,17217
52045,304
149428,4069
27733,6680
71646,16000
104874,13578
74557,6132
21396,5030
36080,5465
96389,10326
93988,13445
111171,9586
118004,16255
6784,797
105038,6243
4942,11598
16279,14578
65266,6597
23133,12221
31409,13500
48323,7204
8787,5772
120042,15077
125496,17662
81216,15386
133148,5970
12583,13325
105027,10468
68179,12386
100051,3657
40295,11319
95467,16197
21816,985
45159,1022
83388,8905
54076,5597
127757,13911
12989,15660
54733,17388
41677,3688
139461,3924
25622,7661
73596,9523
53540,7552
109776,10591
142574,2449
128524,15441
49605,15050
80913,16117
34051,13351
16272,13995
130667,4169
42432,8591
37493,9416
17189,8224
6177,1557
138759,3533
83309,7815
38727,7983
158042,16099
102810,6148
73178,10619
64818,10499
112185,961
105838,432
98339,396
107572,8768
20989,14072
89122,4286
93203,13766
51802,6724
88083,9440
106758,16896
138209,15587
19325,17083
135678,10770
36638,16256
102215,13440
22460,2300
51767,15254
49029,299
68243,6798
42686,2712
101005,1929
95377,3071
55207,12907
108061,11986
38204,4944
158657,1212
80575,15195
119865,11730
116920,8540
86435,702
71064,17916
154874,3054
138973,1023
8810,8928
34840,13752
104229,8930
129615,10441
36812,303
38450,15021
111491,17267
97520,13458
127545,267
19615,15082
45399,10961
47182,2423
85752,2352
18715,15790
94343,12082
43572,15214
60146,1467
45083,15379
26065,8491
119733,8718
80616,6880
62183,17722
135101,13124
3507,4841
65675,14194
40156,10099
39915,15235
29928,8315
129554,2191
57834,5741
138558,3946
84582,9406
153963,5432
5011,8474
90033,7673
124734,3411
120127,17603
35660,16355
148513,806
45559,6842
49439,8969
136172,10684
64241,14270
112013,16250
65869,2733
84380,2836
153698,16745
42485,12537
29387,2050
81741,17280
50224,11622
152500,11554
147414,11772
75105,13125
27751,7532
69667,15069
154800,4448
9626,13573
28547,1439
16281,7964
70760,13596
48505,11590
31442,4435
62515,7268
47034,4633
139286,1362
68118,15438
90498,6565
115417,1558
89812,9805
24431,5688
115851,1110
84077,10808
51297,789
60810,11892
80818,16075
6562,98
73923,972
58540,17103
131560,9747
132540,12558
90279,7735
54370,17022
110676,11415
51462,5359
42589,10942
144137,4307
22358,6370
13344,9740
109295,7660
95270,13060
118843,12811
78836,2404
342,12655
5652,8850
81425,3189
30399,1205
100343,7049
99062,6761
158490,11507
50746,2363
100387,3615
31243,2560
134400,10271
21073,8496
41265,7599
13952,14054
53308,6209
33989,8364
17466,10063
94933,7732
65959,3580
48290,3732
158135,10883
120467,9172
49433,17159
42238,177
120939,11426
47644,15982
53626,6336
131763,17447
155678,13495
50993,5891
157658,14737
43610,10978
132065,16609
122181,11100
125643,8711
19396,3468
159578,2865
146607,8841
14411,7235
8800,279
108821,10050
75195,15964
52061,1252
8009,3463
141878,5804
127396,2975
54316,5491
42387,9514
37529,5164
32511,15156
45705,1680
101250,17274
29590,4769
126926,11635
144241,14692
88142,16564
101811,2939
79142,14255
43314,7744
77259,9486
23244,16886
28274,6277
101400,8429
154281,10120
157272,100
120617,15781
53471,9321
127473,4514
96421,13588
93310,585
76922,17418
104711,12050
32777,938
4375,14173
142445,17325
16736,1950
50004,1164
64034,5197
55183,14413
143595,6947
65778,12474
49910,12557
70789,12856
62857,8028
89923,8323
80596,3013
129101,1722
88349,13294
28004,1682
129824,11300
151538,7389
128668,2049
62726,1450
98188,16208
107546,17176
50143,8881
12207,4347
70261,15476
127758,6922
130722,11944
57434,8219
145271,12026
82528,1669
117989,17410
124649,7164
120035,16370
44325,14851
136164,5617
82847,3136
14740,8253
35867,9531
52786,9375
18846,16525
99481,2899
69287,12681
157576,15035
118019,6679
129204,10845
75509,370
101834,6438
30892,7086
83575,1752
117640,3110
26416,5558
11184,4363
62108,16163
1515,16526
53742,3987
118079,10894
26861,4274
58381,5459
20174,10627
74282,11450
49726,14874
4564,5126
123593,8065
155709,14306
1818,15852
73426,3618
140455,4012
136107,13312
3033,2649
39280,6696
152540,4514
131849,9840
156324,7667
14745,2103
130555,4528
80377,16233
90956,6016
94105,1666
138296,9785
136906,14269
67914,16322
94210,11031
147266,4165
131274,16961
23845,3070
38280,5792
28415,7397
127837,1280
19072,4710
6945,1223
86642,6896
37322,587
151986,10186
53374,8166
115978,16374
151253,15513
9842,16216
49170,11530
9193,13248
112241,11751
8246,3142
19780,11782
1535,16149
159645,2331
20447,12097
146486,6734
9571,9660
90206,4154
100154,11226
17237,17927
140889,12826
141117,2760
142369,11853
12229,3122
144509,5171
106956,12708
88102,5857
143710,12340
6897,4576
48126,11294
122728,5489
103368,2145
153741,2720
126330,15386
42242,8172
114360,14045
85137,5294
139072,9472
41880,16251
58516,11711
33401,12428
99578,6610
48493,1954
97911,16088
120336,15478
80711,11238
72199,6017
136788,16867
123306,16848
137961,11159
39861,6078
72771,16323
23509,188
67498,10612
149862,8933
96748,6846
15006,4025
87347,8974
130224,12994
83029,14269
52728,12226
973,5092
65421,6831
59796,2613
51634,6800
134837,7226
156974,3902
117182,10965
91302,14807
153944,11343
138807,13273
14325,3254
9085,6842
91300,3239
60481,3220
22760,8798
85335,9332
132665,14070
114317,17047
50970,5721
156043,4077
154043,14171
8240,3772
103826,14436
14355,15252
148032,5262
150476,12797
77201,12385
13755,870
63973,15472
25359,1982
82271,10074
134114,16239
79316,10558
104622,13542
101112,17558
6718,3751
51247,9873
82256,7390
149473,5363
152933,4725
71322,3568
154831,14655
135079,7362
48084,169
101683,5446
76972,8002
1939,4712
96821,8336
123856,3932
12656,17046
116155,15513
55070,6557
140640,4274
124624,435
140842,6777
90383,12030
108847,9840
52375,9451
112363,11334
102981,2315
127909,3477
91232,9269
74754,12974
11138,9754
137211,5958
19520,16039
3126,1123
130671,14557
5058,1437
39372,11725
88649,7301
137399,7908
75534,7275
129729,11446
155368,9231
26101,8385
122106,931
116100,368
90299,5410
158126,342
84895,9730
103888,10841
10536,8038
54011,12202
134399,2300
1893,2865
151562,2387
154553,15421
42213,9587
78587,11301
33042,3679
23882,6445
104925,11103
127855,792
148208,10602
83108,11957
24030,13760
3007,13330
134686,14057
11448,5357
61719,14792
2284,10710
65490,173
109504,10722
128145,1084
20975,358
61587,7623
59015,15056
158162,16068
127170,13527
117861,9520
132712,9444
93865,11520
95249,12731
100402,15280
58098,744
56664,14837
61752,8193
130201,4037
58554,8609
4239,2745
136183,5488
154867,15601
35076,1720
126881,471
61180,16058
133956,1635
802,137
4759,17070
17001,15603
57118,3005
64219,17774
137,12041
115111,12160
52898,9487
35546,13217
44050,4872
36181,3945
5529,7849
79422,128
15260,8029
57402,12312
4363,15067
112252,6753
20721,13243
67167,10264
156937,6369
90105,5037
40934,423
128413,11686
80729,977
133867,2833
76838,14479
23910,17746
4133,11549
91916,9355
136424,16896
75811,2118
44798,16087
129496,7050
108117,4230
86585,15642
64733,17323
149033,17079
154951,5097
20011,13625
23526,4515
112234,9692
147198,14496
42174,1281
116609,14721
142021,14223
126731,7334
159250,12847
105864,2532
15541,16960
93779,1743
112443,9364
52048,16347
72462,13827
30403,7946
64361,7858
119089,6418
63032,7387
113746,2333
137573,295
28293,3171
44953,8817
59016,618
22805,11550
43559,8574
99466,4901
151093,4699
90900,10052
63206,8130
134909,11696
34221,9244
45017,10969
93150,13321
13999,484
101176,5990
116340,15125
116543,15151
111330,6247
70016,9298
39462,7111
135593,11584
14573,13124
102673,1063
85864,8321
96448,5382
17434,5461
143107,6762
113239,7813
126208,9339
28731,2535
80445,12931
73350,14281
15778,13636
39836,9272
62023,14556
25203,12701
92184,16710
55704,5536
65630,12904
49348,15945
130878,7707
14372,8914
134722,8303
62566,652
115149,14335
130462,12430
2416,10196
120385,15725
26859,15742
12841,336
134678,6577
42826,14642
39313,721
155053,280
16308,3589
138333,5136
62144,16454
118571,15285
121821,14625
148491,11306
103542,17699
40301,10565
125463,7842
61973,7136
51561,16802
5026,9675
108678,4077
141983,7242
91080,2226
14,3372
31843,16118
146555,10046
108177,4810
120410,6534
5559,5465
99059,16580
41012,7139
4511,11354
40156,1127
62035,150
112249,1939
127512,4938
56975,7528
87067,14842
6427,8902
153697,11843
117588,1164
33643,16632
95359,8951
127377,5227
154159,8895
139435,16356
29766,11826
23096,2683
127278,405
25737,16487
54635,885
108484,11836
1788,14848
94810,7061
130089,2018
119954,13461
87826,16459
72333,10818
21365,966
46544,12470
86083,2797
145555,13702
32671,1523
80686,12895
100335,958
58561,12306
50814,13139
15717,1539
136009,10884
37845,17402
143492,16143
157084,14498
68812,2101
92638,11728
90402,8669
20979,14431
101406,16289
135839,10332
127350,9690
152688,4520
106234,7333
4844,12997
127114,8354
117539,16617
12209,11095
12586,11058
130009,1636
152656,10105
45735,13055
4864,14176
108025,1151
128998,13279
158145,15812
86834,413
16730,4696
37557,7427
29264,2314
106295,7339
109671,3491
127865,16536
145918,138
58840,6957
74402,12216
100583,76
57335,10061
37845,9850
36812,15846
20718,2228
144681,10820
155965,16302
101641,4563
63172,5748
157436,16207
61820,16051
82611,5619
57025,5691
15879,14946
47888,1358
136156,9835
128557,4779
54653,11056
56429,9806
34514,17863
65803,2449
74661,6137
65317,5896
45017,2676
158085,5081
64890,5422
120160,3238
128107,16717
7396,7322
8388,4634
105851,1638
34815,15447
108738,4303
56728,11128
69863,16300
157012,2117
99286,5897
30826,15291
49924,7748
88814,15048
25764,7061
120335,15106
36970,971
20957,2962
141589,5675
144035,11367
123218,265
26127,2634
84786,9184
2491,4855
24308,2949
12502,2344
71091,1453
7640,1547
18242,14213
6494,15789
60294,5901
84752,11945
3987,7666
56515,13766
17993,16961
55073,5848
40110,17041
8450,17731
3043,9682
48423,11292
125160,15889
92881,11640
4513,6795
33028,10075
47161,588
156449,13162
1838,7030
24147,3526
106835,10801
124155,1154
159076,1177
27044,2886
116444,16392
64938,12557
25605,16121
140665,7932
86823,16069
103478,1067
74185,9227
70085,8857
159030,10931
134430,3178
93599,88
23108,2886
131171,6014
42129,1891
140479,3853
30321,10000
39332,12575
29494,12982
102628,4779
104407,2788
111056,2559
82576,2570
32739,12737
134737,13713
16964,6377
79359,5299
35192,12633
95908,10983
127610,13948
115280,86
145582,14228
144867,15876
50640,11124
78966,11251
6219,12671
136948,11359
145094,13013
2781,3208
115540,4967
61054,10751
95983,6917
50325,16358
110985,17238
19609,12592
85774,7072
20592,10165
29978,16668
32895,15180
82475,4490
65509,6803
67705,8377
24679,6845
57018,9202
35683,17102
54691,6797
37173,10456
69081,1406
109243,2541
45353,1576
38402,10410
22630,7838
87616,5702
139540,6594
49333,14260
132751,4692
23238,11115
58679,10348
145763,10355
102753,12385
139626,10069
90656,11409
23973,3182
75269,3011
114318,1456
114371,16665
149659,2756
16,765
3415,5027
116137,14172
28377,2866
131467,14609
48579,2969
121777,4157
63130,4741
48319,10639
125481,15414
101593,2648
3522,1747
11678,13287
14306,6770
9858,15269
144557,14455
72175,8511
127376,7806
84558,2519
17313,14184
125046,5866
26684,17493
105150,12900
16102,9388
68099,8501
55031,9378
76951,12505
59626,7785
31045,238
85789,15320
49088,7071
9410,3992
41690,10754
114202,5016
135825,1998
118546,16968
58114,15216
83283,9565
142394,5062
87770,542
103866,1903
71256,2983
86323,8038
117215,1465
76510,8941
107794,3445
58588,2882
48523,16205
155922,14121
91697,12854
64564,14386
149318,16691
115177,5574
30408,10079
101570,473
93900,6825
24679,11435
18803,3667
53120,8110
110315,14758
60246,14728
152918,11993
67280,12977
141384,13693
89045,15807
131964,5664
33511,14302
102223,15052
78343,1421
51985,10729
45612,6647
148914,6646
66788,8059
37527,9818
114221,2408
125239,8542
75098,736
62946,1083
41054,2000
44214,12136
115704,10971
154486,14364
81373,17662
111251,135
105810,12178
23989,6818
28853,1423
117698,9781
25935,7824
137324,8772
22020,40
157390,3643
106189,13670
17764,11974
76195,12732
154980,10037
70323,16843
83881,1552
135360,12167
20703,13782
127507,16320
107037,4614
74604,16088
140471,6792
76104,10221
55270,4976
62055,1868
72891,11868
32790,9238
110655,5258
157056,10879
21927,2571
159570,13063
117027,221
140233,8271
77690,2021
67404,6214
110766,8062
34639,10795
37445,2447
30586,3657
67720,16663
19871,2462
130710,6791
77134,7910
92986,1807
56428,14715
133814,9687
107599,9083
23139,17867
106471,9180
26798,10153
149238,721
76814,4088
98712,8172
108488,13702
99931,1753
74747,5519
55301,6940
132282,16992
98101,6096
148713,2116
97938,2307
97430,11151
64052,782
61953,17433
105935,2176
73242,9398
95017,13086
32382,14781
93349,8688
156617,36
126788,3760
7282,6632
148160,13607
45716,16814
107921,13671
119118,952
72812,11744
97674,4393
112759,6875
119604,8903
88083,17636
25428,9079
76230,6919
59831,8431
19872,711
10548,3987
122555,13029
71367,5567
82071,13821
72639,2313
153374,12030
6949,6415
37667,7933
63455,12597
61653,17831
98333,9394
76788,11170
15517,10224
78135,4098
129573,1076
77482,12566
132966,5400
105055,14034
22338,6828
31923,15929
153045,17999
24066,5905
130577,16219
97327,5216
20216,5289
126865,8192
136795,6801
125481,4505
57921,5441
100341,3168
276,4598
19938,10454
51937,1045
3265,14755
70898,15102
2234,17200
99412,17359
75285,6594
152612,5565
35585,12975
97171,1412
89887,1536
136376,4152
62174,6565
14488,17993
42822,10243
104759,10375
108534,2912
2009,16914
7748,10444
107550,15599
154752,9360
66850,274
154517,3543
45398,6854
146451,13185
11830,3570
69067,14753
44591,15459
105681,13527
6089,1881
35694,8002
119781,11937
30065,15120
46648,10148
78602,10721
23120,17030
118749,14303
106635,10861
157614,7073
108300,11786
18263,2433
76685,10155
62481,4084
61250,9751
122299,14352
141047,6047
101119,16549
28934,5483
73219,12666
144607,16554
155173,15292
57988,8134
106708,12674
109032,11065
69124,5499
143890,16989
118854,4293
42839,5110
143028,2418
80286,3592
9385,15006
96454,14033
120841,16054
128675,2594
48867,12488
142946,10710
533,757
78827,905
149337,12860
143922,5020
13313,10832
40907,1232
150969,1586
132539,14809
8235,3598
137885,17491
25656,7526
5079,15337
88454,1034
112610,1974
50041,8194
9972,9803
58764,7404
81905,12508
87407,17407
155763,8795
120530,16984
62700,843
110019,10915
54359,4033
128993,17280
96512,5642
61136,4354
33170,9017
52070,14904
155693,15576
110734,17575
101415,15041
118542,623
51591,5891
129464,6406
74174,9758
98472,11974
147835,17623
106490,618
97299,9857
145314,5424
126693,5371
7875,591
18276,9034
113073,16132
38139,6814
56105,9364
95409,14552
43414,9444
1394,14002
138101,17528
102291,4983
18451,197
157885,12424
113459,16426
78866,6561
37703,1853
159673,14076
38818,1272
28134,10673
72424,4715
153352,15222
24002,5834
156500,7205
15054,2715
72057,5419
76634,6622
120000,14164
57403,12977
9224,12787
61330,5610
95083,12355
101540,14628
84059,9836
23782,4792
20313,7057
3071,11799
30177,2897
125179,5302
38768,6408
147021,12174
80944,7438
33099,65
89219,1354
89291,5592
85968,1123
61588,16745
146781,14606
101803,2003
111878,13707
99157,690
73351,464
4044,3312
74995,2535
136993,6616
57268,3123
153469,8649
56414,6663
156164,8591
10582,10981
154821,813
92962,6988
55444,2588
122507,14231
49803,8636
70613,9621
2728,15733
133560,5688
158228,1513
24860,2543
95469,11213
123835,8252
24453,2010
123574,14239
129766,16177
93046,7673
80634,603
23339,12072
15315,6239
139099,3230
46526,2161
36397,8508
15637,2213
104970,4933
154940,10263
10156,4867
104424,6322
140411,866
24483,9709
85011,12663
112327,14051
65635,4548
95951,2582
23831,2297
137687,15849
18527,13816
12800,8370
79949,17569
5767,10663
102798,4032
54352,10078
36433,1128
21009,3674
44003,13195
101756,8531
134537,17355
6587,17938
57920,7897
44899,17900
54340,16367
52982,14160
89684,7027
120086,17910
29521,16324
124162,11549
69154,1597
150014,6559
82593,7618
129469,152
61352,16682
106403,3395
71579,8360
104529,7858
52412,12038
36458,15635
28953,13695
155372,10823
112533,16336
87768,5455
125121,17094
151011,4009
71557,13489
122536,2819
96958,10368
426,6855
86777,16986
1011,15106
123750,9778
91569,7069
144626,2528
21413,13798
120993,8992
155905,10317
26754,5292
61366,9040
107104,7412
148143,14257
16207,16747
149891,7804
46038,17751
134464,8076
123364,4851
85059,8344
100869,13432
158413,11259
128638,8002
150950,9602
135076,9836
97710,10097
84737,16860
77983,7447
56592,6994
88324,13594
74062,5643
65526,1069
57724,12022
140498,14234
158441,11229
116701,8608
69545,5934
157786,10475
16067,13655
23799,10265
104227,11519
13061,1786
66936,16793
104851,9938
100361,3366
78942,8613
101386,4653
55105,10199
85063,10827
17071,14982
132454,17683
69284,16037
117591,469
152622,7149
158318,1996
125688,12899
64874,6376
127521,11498
91975,14961
54875,1567
33878,2134
34356,15509
14640,12043
135645,12956
158791,7522
69752,5621
66422,15254
57689,11499
75337,14750
18846,979
158651,16881
62075,8012
12523,3150
116202,13226
129947,8500
151024,2336
149811,17725
138091,3043
311,14199
30598,12450
156725,3226
23678,1079
139935,4745
90796,15196
65686,16615
24456,17514
158145,2647
32868,9148
151226,1551
135503,11201
21687,10779
68409,16732
19900,6868
117848,2627
115038,13800
152830,9301
97564,16184
33945,17850
127197,15506
139894,3729
158749,3693
106651,14435
49217,16768
111104,8012
128352,17057
158948,5113
140521,7300
91624,6239
133826,17483
47097,11567
131919,16919
1816,10269
43814,10215
77282,10118
28056,14039
85641,1356
136500,9730
157184,14094
40111,5078
47854,16911
58867,17928
157847,2935
136095,16551
109249,1681
58479,14875
141139,10097
69668,7294
94843,7543
49363,10276
49455,1459
41218,40
25007,17005
96048,13361
54641,14393
4372,9100
130714,6947
101177,5039
109790,1191
145033,5990
2213,6710
49910,1321
74987,2074
71398,1396
87793,15968
102325,13357
41257,16972
57407,13180
110952,8354
9802,17449
159361,8773
14991,10132
141605,7018
142833,9659
77470,4890
79197,5140
56687,7411
117191,2847
154755,8866
61461,11330
76934,596
132659,12428
133666,1382
130224,1105
40121,6853
21518,16720
4283,15018
73342,3940
33182,4923
11613,16981
95891,2042
144328,6120
100541,7683
73585,7921
115581,15167
38408,11446
94447,11692
91795,11152
53367,3362
70387,8766
49105,2523
58472,17947
65273,17652
145101,12057
146677,936
157207,12314
107531,1827
52589,1300
84384,5212
133445,8875
115586,2214
54246,11846
79642,15119
26078,14619
30228,3426
104397,10556
114683,4675
120494,7136
80310,9507
63397,8279
78422,3431
121262,17665
93554,12365
150753,3560
100727,11036
138810,9886
88368,13856
19301,3575
96116,7561
104457,10977
2207,6932
121180,13573
113834,12665
77768,7744
141591,1720
1176,10887
8260,6687
96623,17450
33584,1514
116821,12868
83379,1701
135957,17707
40500,2135
72845,11819
129293,4349
111854,13461
132558,6492
66295,11184
86598,12125
59099,4519
34436,16221
143511,407
144656,9958
111839,844
103261,15792
63519,17825
84533,2905
124530,3301
3790,13602
54527,1967
111312,12946
35112,2797
150170,9898
17073,11182
114034,1267
93040,10013
52818,9758
42189,8511
150120,117
6231,11140
148066,99
95902,2069
44654,17380
114823,7166
97925,1628
109013,14528
104392,17748
83262,9555
133778,7834
81070,11571
50634,10047
16864,11542
53948,16258
118824,664
75557,14411
146451,5346
5964,10702
77718,492
49463,2175
6945,8563
60339,12841
121210,17038
146796,13845
155164,14820
112682,14979
94852,16268
24414,13429
108851,5850
3572,4406
56362,11418
24657,13886
144883,1422
149702,17064
142588,10300
79228,15820
26345,12084
87124,8573
95363,9836
120170,14508
16015,16392
126255,11477
90745,6391
93483,14175
11148,16676
12617,1794
155194,7951
123513,17077
18059,8115
47694,17551
61119,12953
6356,8812
13843,12276
111192,12134
70226,5108
60646,12352
123855,226
42034,13038
67512,6522
8726,13297
94465,8020
54380,10002
159072,10965
152159,7890
60072,8858
25964,1040
153574,3254
146752,16331
24161,2
48725,17677
29419,269
117447,3277
28769,14257
134590,5551
96512,12868
21851,11663
59153,14773
145825,3268
68088,5907
37382,2179
52658,14491
119072,703
89401,13244
76286,1764
155331,7927
68173,6348
40038,8382
100,7451
156274,17843
78264,17996
102266,828
22354,14644
100313,11762
53335,13824
140982,13217
3661,7206
74104,7792
31603,14085
30601,8768
133710,11630
79730,14583
31190,11548
127826,10261
142502,16487
6262,4612
50073,2735
52965,1853
102048,10937
74921,11760
42559,584
115940,5345
98930,9360
20058,3879
123826,9680
110611,8453
40810,1037
60340,5654
26667,8399
126485,7485
129853,11493
26935,8981
136997,15005
65959,4804
21680,8534
112064,5806
29928,739
62056,3342
94295,11228
93029,10000
156125,16647
55538,13588
107690,519
44805,4994
47234,17530
84253,15817
80542,14129
16110,3545
74260,6151
21205,13843
12244,14104
3540,7852
13148,9254
113395,10948
32144,7891
12408,11325
153605,9953
73057,257
120923,7177
60217,15815
83905,14287
47845,13340
47946,7054
150303,613
144965,17621
102049,10039
158032,4378
127231,17290
146889,6248
1068,11472
24849,2679
126488,12076
3983,2753
105758,230
147698,9418
51351,7743
39513,2609
142006,10236
57932,1096
28458,13647
66184,12447
125599,2359
